FileName,Abstract,RHS,," This paper introduces four classes of rotation invariant orthogonal moments by generalizing four existing moments that use harmonic functions in their radial kernels . Members of these classes share beneficial properties for image representation and pattern recognition like orthogonality and rotation invariance . The kernel sets of these generic harmonic function based moments are complete in the Hilbert space of square integrable continuous complex valued functions . Due to their resemble definition the computation of these kernels maintains the simplicity and numerical stability of existing harmonic function based moments . In addition each member of one of these classes has distinctive properties that depend on the value of a parameter making it more suitable for some particular applications . Comparison with existing orthogonal moments defined based on Jacobi polynomials and eigenfunctions has been carried out and experimental results show the effectiveness of these classes of moments in terms of representation capability and discrimination power . 
"," This paper introduces four classes of rotation invariant orthogonal moments by generalizing four existing moments that use harmonic functions in their radial kernels . Members of these classes share beneficial properties for image representation and pattern recognition like orthogonality and rotation invariance . The kernel sets of these generic harmonic function based moments are complete in the Hilbert space of square integrable continuous complex valued functions . Due to their resemble definition the computation of these kernels maintains the simplicity and numerical stability of existing harmonic function based moments . In addition each member of one of these classes has distinctive properties that depend on the value of a parameter making it more suitable for some particular applications . Comparison with existing orthogonal moments defined based on Jacobi polynomials and eigenfunctions has been carried out and experimental results show the effectiveness of these classes of moments in terms of representation capability and discrimination power . 
"
S0140366414000449," Software Defined Networking has been widely recognized as a promising way to deploy new services and protocols in future networks . The ability to program the network enables applications to create innovative new services inside the network itself . However current SDN programmability comes with downsides that could hinder its adoption and deployment . First in order to offer complete control today s SDN networks provide low level API s on which almost any type of service can be written . Because the starting point is a set of low level API calls implementing high level complex services needed by future network applications becomes a challenging task . Second the set of emerging SDN technologies that are beginning to appear have little in common with one another making it difficult to set up a flow that traverses multiple SDN technologies providers . In this paper we propose a new way to set up SDN networks spanning multiple SDN providers . The key to our approach is a Network Hypervisor service . The Network Hypervisor offers high level abstractions and APIs that greatly simplify the task of creating complex SDN network services . Moreover the Network Hypervisor is capable of internetworking various SDN providers together under a single interface abstraction so that applications can establish end to end flows without the need to see or deal with the differences between SDN providers . 
",A new HyperNet abstraction to help an average user create special purpose SDNs. A HyperNet architecture is developed to support a HyperNet. A Network Hypervisor service that provides high level HyperNet APIs. A MobileNet HyperNet is implemented to demonstrate our design. MobileNet greatly enhances the communication performance for mobile devices.,,,
S0140366413001229," Cognitive radio refers to an intelligent radio with the capability of sensing the radio environment and dynamically reconfiguring the operating parameters . Recent research has focused on using cognitive radios in ad hoc environments . Spectrum sensing is the most important aspect of successful cognitive radio ad hoc network deployment to overcome spectrum scarcity . Multiple cognitive radio users can cooperate to sense the primary user and improve sensing performance . Cognitive radio ad hoc networks are dynamic in nature and have no central point for data fusion . In this paper gradient based fully distributed cooperative spectrum sensing in cognitive radio is proposed for ad hoc networks . The licensed band used for TV transmission is considered the primary user . The gradient field changes with the energy sensed by cognitive radios and the gradient is calculated based on the components which include energy sensed by secondary users and received from neighbors . The proposed scheme was evaluated from the perspective of reliable sensing convergence time and energy consumption . Simulation results demonstrated the effectiveness of the proposed scheme . 
",A novel gradient based fully distributed cooperative sensing scheme is proposed. A consensus based algorithm is used to handle the network model with a fixed graph. The proposed scheme does not require any prior knowledge of network topology. Energy consumption and the number of exchanged messages are reduced significantly. The proposed and consensus based schemes are compared through simulations.,,,
S0141938214000821," Modern liquid crystal displays require novel technologies such as new alignment methods to eliminate alignment layers fast response and long operation time . To this end we report an overview of recent efforts in LCD technologies devoted to realize more display modes having no alignment layer faster switching time and low battery consumption . In particular we overview recent advances on the liquid crystals alignment for display applications which includes superfine nanostructures polymeric microchannels and polymer stabilized LCs . Furthermore we analyze the main optical and electro optical properties of new generation LCDs displays addressing a particular attention to LCs blue phase hosting gold nanoparticles . Moreover we focus on the progress of electrofluidic displays which demonstrates characteristics that are similar to LCDs with attention on various pixel designs operation principles and possible future trends of the technology . 
",Surfactant free LCD based on periodic structures realized though nanoimprint lithography and interference holography. LCD based on LCs blue phase and gold nanoparticles. Electrowetting technology for displays applications.,,,
S0140366415002273," Location aware applications are one of the biggest innovations brought by the smartphone era and are effectively changing our everyday lives . But we are only starting to grasp the privacy risks associated with constant tracking of our whereabouts . In order to continue using location based services in the future without compromising our privacy and security we need new privacy friendly applications and protocols . In this paper we propose a new compact data structure based on Bloom filters designed to store location information . The spatial Bloom filter as we call it is designed with privacy in mind and we prove it by presenting two private positioning protocols based on the new primitive . The protocols keep the user s exact position private but allow the provider of the service to learn when the user is close to specific points of interest or inside predefined areas . At the same time the points and areas of interest remain oblivious to the user . The two proposed protocols are aimed at different scenarios a two party setting in which communication happens directly between the user and the service provider and a three party setting in which the service provider outsources to a third party the communication with the user . A detailed evaluation of the efficiency and security of our solution shows that privacy can be achieved with minimal computational and communication overhead . The potential of spatial Bloom filters in terms of generality security and compactness makes them ready for deployment and may open the way for privacy preserving location aware applications . 
",We define a new data structure for location privacy based on bloom filters. We provide two privacy preserving protocols for location aware services. We prove the security of the protocols and we analyze their efficiency. We provide a thorough evaluation of the data structure and we simulate the protocols.,,,
S0141938215000591," After the appearance of digital broadcasting realistic images such as 3D and high resolution broadcasting are rapidly developing and evolving . And recent trend emphasizes not only viewing the information but also using it through the display media . To keep up with this trend large size display manufacturers are trying to support resolution beyond the full HD in order to display additional information and high definition broadcasting at the same time . In this paper we present a 21 9 cinema mode resolution function using two ICs that support full HD for Plasma Display Panels which is one of the largest flat display panels . In order to achieve this we first set the master and the slave between the two ICs and propose an efficient information exchange and computation scheme using serial communication that links the master and the slave . Furthermore we realize the cinema function with 21 9 resolution through image quality processing and operational parameter exchange and computation in the boundary that is set between the master and the slave . Finally the cinema mode image realized using the hardware circuit board is demonstrated . 
",A 21 9 cinema mode function is implemented by using two ICs that support full HD. We propose efficient information change and computation scheme between two ICs. This scheme has an advantage of reducing the SOC development cost. Not only the 2560 1080 but also can be applied to the 4K 2K resolution.,,,
S0167839613000794," A method to construct arbitrary order continuous curves which pass through a given set of data points is introduced . The method can derive a new family of symmetric interpolating splines with various nice properties such as partition of unity interpolation property local support and second order precision etc . Applying these new splines to construct curves and surfaces one can adjust the shape of the constructed curve and surface locally by moving some interpolating points or by inserting new interpolating points . Constructing closed smooth curves and surfaces and smooth joining curves and surfaces also become very simple in particular for constructing continuous closed surfaces by using the repeating technique . These operations mentioned do not require one to solve a system of equations . The resulting curves or surfaces are directly expressed by the basis spline functions . Furthermore the method can also directly produce control points of the interpolating piecewise B zier curves or tensor product B zier surfaces by using matrix formulas . Some examples are given to support the conclusions . 
",A method to construct interpolating curves and surfaces is introduced. A new family of interpolating splines is obtained. Formulas to obtain B zier control points are given in matrix form. Avoid to solve a system of equations for obtaining closed surfaces.,,,
S0140366415002649," Content Distribution Networks are networks that make intense use of caching and multicast overlay techniques for transmitting video and other stream media a type of traffic that has been growing tremendously in the last years . To cope with this increasing demand several telecommunications companies have been associated to create federated CDNs that involves many different providers and hence distinct domains . Although beneficial in terms of increased capillarity and scalability of service delivery the interaction between FCDN elements from different providers brings many new challenges . Among them one that has received little attention so far refers to security an essential service for preventing the misuse of the FCDN resources . Aiming to tackle this issue this paper presents the Overlay Communication Protocol a security mechanism that allows the secure signaling communication in FCDNs . OCP takes into account all elements involved in the content delivery process addressing Route Forgery attacks and concealing the network structure from potential attackers . Together with the protocol description and security analysis we also present experimental results on its implementation showing that it introduces little impact on the overall network performance . 
",Discussion of security issues in Federated Content Distribution Networks FCDNs . Proposal of security protocol for signaling communications in FCDNs. Security and performance analyses of the proposed protocol.,,,
S0141938214000924," This paper reviews several optical connecting devices that are based on microelectromechanical systems components . In this paper we divide optical connecting devices into two categories . The first category includes MEMS based optical switches developed for optical fiber communication which perform optical switching wavelength division multiplexing routing and or optical cross connection . The other category consists of MEMS based optical interconnects that have been constructed primarily for use in rack to rack board to board chip to chip card to card and or intra chip interface connections . Working principles of these MEMS optical connecting devices will also be discussed in this paper . 
",This paper reviews several optical connecting devices that are based on microelectromechanical systems MEMS components. The reviewed MEMS based optical connecting devices are divided into two categories optical switches and optical interconnects. Working principles of these optical connecting devices are discussed.,,,
S0165168414005520,"Human motion retrieval plays an important role in many motion data based applications. In the past many researchers tended to use a single type of visual feature as data representation. Because different visual feature describes different aspects about motion data and they have dissimilar discriminative power with respect to one particular class of human motion it led to poor retrieval performance. Thus it would be beneficial to combine multiple visual features together for motion data representation. In this article we present an Adaptive Multi view Feature Selection AMFS method for human motion retrieval. Specifically we first use a local linear regression model to automatically learn multiple view based Laplacian graphs for preserving the local geometric structure of motion data. Then these graphs are combined together with a non negative view weight vector to exploit the complementary information between different features. Finally in order to discard the redundant and irrelevant feature components from the original high dimensional feature representation we formulate the objective function of AMFS as a general trace ratio optimization problem and design an effective algorithm to solve the corresponding optimization problem. Extensive experiments on two public human motion database i.e. HDM05 and MSR Action3D demonstrate the effectiveness of the proposed AMFS over the state of art methods for motion data retrieval. The scalability with large motion dataset and insensitivity with the algorithm parameters make our method can be widely used in real world applications. 
",An Adaptive Multi view Feature Selection AMFS algorithm is proposed to fuse multiple features formotion data retrieval. The local regression model isused to learn a datum adaptive graph for each feature to preserve local structure information. The selection matrix is learnt from all local graphs by exploiting the complementary information between different features. An efficient iterative optimization approach is designed to solve objective function represented in trace ratio form.,,,
S0142061514003743," This survey paper is an excerpt of a more comprehensive study on Smart Grid and the role of Advanced Metering Infrastructure in SG . The survey was carried out as part of a feasibility study for creation of a Net Zero community in a city in Ontario Canada . SG is not a single technology rather it is a combination of different areas of engineering communication and management . This paper introduces AMI technology and its current status as the foundation of SG which is responsible for collecting all the data and information from loads and consumers . AMI is also responsible for implementing control signals and commands to perform necessary control actions as well as Demand Side Management . In this paper we introduce SG and its features establish the relation between SG and AMI explain the three main subsystems of AMI and discuss related security issues . 
",Advances in Metering Infrastructure in Smart Grid. Comprehensive survey on control actions for load demand. Distributed Energy Resources and improvement of delivered power quality.,,,
S0140366414003326," Barrier coverage is one of the most important applications of wireless sensor networks . It is used to detect mobile objects are entering into the boundary of a sensor network field . Energy efficiency is one of the main concerns in barrier coverage for wireless sensor networks and its solution can be widely used in sensor barrier applications such as intrusion detectors and border security . In this work we take the energy efficiency as objectives of the study on barrier coverage . The cost in the present paper can be any performance measurement and normally is defined as any resource which is consumed by sensor barrier . In this paper barrier coverage problem is modeled based on stochastic coverage graph first . Then a distributed learning automata based method is proposed to find a near optimal solution to the stochastic barrier coverage problem . The stochastic barrier coverage problem seeks to find minimum required number of sensor nodes to construct sensor barrier path . To study the performance of the proposed method computer simulations are conducted . The simulation results show that the proposed algorithm significantly outperforms the greedy based algorithm and optimal method in terms of number of network barrier paths . 
",Proposing a new approach to barrier coverage in wireless sensor network. Modeling barrier coverage with stochastic edge weighted graph. Finding an optimal solution for the network stochastic edge weighted coverage graph. Comparing the performance of the proposed method with the greedy and optimal methods.,,,
S0167839614001125," The invariant of a rational space curve gives important information about the curve . In this paper we describe the structure of all parameterizations that have the same type what we call a stratum and as well the closure of strata . Many of our results are based on papers by the second author that appeared in the commutative algebra literature . We also present new results including an explicit formula for the codimension of the locus of non proper parametrizations within each stratum and a decomposition of the smallest stratum based on which two dimensional rational normal scroll the curve lies on . 
",We compute dimension of each stratum. The closure of each stratum is explicitly given as a union of smaller strata. Non proper parametrizations are of high codimension in each stratum. The smallest stratum is further stratified by rational normal scrolls.,,,
S0098300416300206," In this study enhancements to the numerical representation of sluice gates and turbines were made to the hydro environmental model Environmental Fluid Dynamics Code and applied to the Severn Tidal Power Group Cardiff Weston Barrage . The extended domain of the EFDC Continental Shelf Model allows far field hydrodynamic impact assessment of the Severn Barrage pre and post enhancement to demonstrate the importance of accurate hydraulic structure representation . The enhancements were found to significantly affect peak water levels in the Bristol Channel reducing levels by nearly 1m in some areas and even affect predictions as far field as the West Coast of Scotland albeit to a far lesser extent . The model was tested for sensitivity to changes in the discharge coefficient C used in calculating discharge through sluice gates and turbines . It was found that the performance of the Severn Barrage is not sensitive to changes to the C value and is mitigated through the continual rather than instantaneous discharge across the structure . The EFDC CSM can now be said to be more accurately predicting the impacts of tidal range proposals and the investigation of sensitivity to C improves the confidence in the modelling results despite the uncertainty in this coefficient . 
",Enhancements made to numerical representation of hydraulic structures in EFDC. New representation has greatly affected the predicted impact of the Severn Barrage. Enhancements allow 1st accurate assessment of far field impacts of Severn Barrage. Sensitivity testing demonstrated that uncertainty in C value is not significant. Uncertainty in the C value can be mitigated through increased sluice capacity.,,,
S0142061514005869," This paper proposes a three phase four leg voltage sourced inverter based load unbalance compensator including its control algorithm which is a component of a microgrid . The purpose of proposed three phase four leg VSI based LUC is to improve power quality of the standalone microgrid . Power quality of the microgrid which was installed in Mara island Korea is analyzed using a real operational data . In this work the microgrid in Mara island which includes a photovoltaic power generation system a diesel generator a battery energy storage system and a power management system is modeled in PSCAD EMTDC and proposed three phase four leg VSI based LUC is also modeled and applies to the modeled microgrid . Power flow and stability of the modeled microgrid with the LUC is analyzed under variable irradiance and unbalance loads . The results show that the proposed LUC helps to improve stability of the stand alone microgrid . The proposed three phase four leg VSI based LUC and its control algorithm can be effectively utilized to the stand alone microgrid which has large unbalance loads . 
",This paper proposes a novel load unbalance compensator LUC for the stand alone microgrid using three phase four leg VSI. The model of a three phase four leg VSI for the LUC and the microgrid are simulated using PSCAD EMTDC. This demonstrates that the proposed LUC increases the stability of stand alone microgrid under unbalance load conditions.,,,
S0167839613000782," T splines are a generalization of NURBS surfaces the control meshes of which allow T junctions . T splines can significantly reduce the number of superfluous control points in NURBS surfaces and provide valuable operations such as local refinement and merging of several B splines surfaces in a consistent framework . In this paper we propose a variant of T splines called Modified T splines . The basic idea is to construct a set of basis functions for a given T mesh that have the following nice properties non negativity linear independence partition of unity and compact support . Due to the good properties of the basis functions the Modified T splines are favorable both in adaptive geometric modeling and isogeometric analysis . 
",We propose a variant of T splines called Modified T splines. A set of basis functions are constructed for a given T mesh. These bases have nice properties non negativity linear independence partition of unity and compact support. Modified T splines are favorable both in adaptive geometric modeling and isogeometric analysis.,,,
S0167839614000491," Salient features in 3D meshes such as small high curvature details in the middle of largely flat regions are easily ignored by most mesh simplification methods . Nevertheless these features can be perceived by human observers as perceptually important in CAD models . Recently mesh saliency has been introduced to identify those visually interesting regions . In this paper we apply view based mesh saliency to a purely visual method for surface simplification from two approaches . In the first one we propose a new simplification error metric that considers polygonal saliency . In the second approach we use viewpoint saliency as a weighting factor of the quality of a viewpoint in the simplification algorithm . Our results show that saliency can improve the preservation of small but visually significant surfaces even in visual algorithms for surface simplification . However this comes at a price because logically some other low saliency regions in the mesh are simplified further . 
",Reduce complexity in a polygonal mesh according to perception. Calculate a view based saliency map from a viewpoint information channel. Simplify the mesh with either polygonal or viewpoint saliency using a visual algorithm for surface simplification. Improvement in the visual appearance of the simplified mesh.,,,
S0140366415002431," Unified communications has enabled seamless data sharing between multiple devices running on various platforms . Traditionally organizations use local servers to store data and employees access the data using desktops with predefined security policies . In the era of unified communications employees exploit the advantages of smart devices and 4G wireless technology to access the data from anywhere and anytime . Security protocols such as access control designed for traditional setup are not sufficient when integrating mobile devices with organization s internal network . Within this context we exploit the features of smart devices to enhance the security of the traditional access control technique . Dynamic attributes in smart devices such as unlock failures application usage location and proximity of devices can be used to determine the risk level of an end user . In this paper we seamlessly incorporate the dynamic attributes to the conventional access control scheme . Inclusion of dynamic attributes provides an additional layer of security to the conventional access control . We demonstrate that the efficiency of the proposed algorithm is comparable to the efficiency of the conventional schemes . 
",We propose robust access control framework for a network which has allowed smart devices to be connected to the internal network in order to enable seamless data sharing. Smart device s sensor data such as location app usage pattern unlock failures are being considered for access control and data confidentiality These sensor data and conventional static credentials are combined to develop a secure framework which verifies the users access privileges in run time The algorithm supports both the access control and data confidentiality simultaneously. Algorithms are validated via simulation and the results show that the performance is comparable with existing schemes. Existing schemes are thoroughly surveyed and different between proposed and existing schemes are clearly highlighted.,,,
S0141938213000760," This study examined the effects of display method text display rate and observation angle on comprehension performance and subjective preferences for Chinese characters presented on an LED display . The factors and levels studied were as follows four text display methods three text display rates and seven observation angles . The results indicated that a display rate of 160cpm was in general superior to 240 and 320cpm for comprehension scores and subjective evaluations . The effects of display method and observation angle were found to be non significant . However there was a significant interaction between display method and display rate . The results of this study were used to make ergonomics recommendations applicable to LED displays for determining optimum dynamic text display methods for Chinese characters . 
",We investigated the optimum dynamic text display methods for delivering Chinese messages on an LED display. The optimal display rate is 160cpm whereas speeds at 320cpm or above are not recommended. Leading display method should be used when the display rate at 320cpm or above is necessary.,,,
S0141938213000693," We have grown crystals in which two kinds of thiophene phenylene co oligomers are hybridized . Biphenyl capped thiophene and biphenyl capped terthiophene were chosen from among the TPCOs . The hybrid crystals were grown in both the vapor phase and the liquid phase . These hybrid crystals showed the emission colors intermediate between the two components . Correspondingly maximum peak positions of the emissions from the hybrid crystals were located halfway between those from single component crystals of BP1T and BP3T . We made hybrid thin films by co deposition of the two TPCOs in vacuum . The thin films exhibited both emission colors and emission peak positions similar to those of the hybrid crystals . The X ray diffraction measurements indicate that the crystallographic structure of the hybrid crystals resembles that of the BP1T crystal . Also we made field effect transistors using the hybrid crystals and measured their hole mobilities . We briefly discuss the implications of the X ray diffraction and electrical data . 
",We have grown the hybrid crystals of two thiophene phenylene co oligomers TPCOs . They were biphenyl capped thiophene BP1T and biphenyl capped terthiophene BP3T . The hybrid crystals showed the emission colors intermediate between the two TPCOs. The crystallographic structure of the hybrid crystals was similar to that of BP1T.,,,
S0165168415000067," Sketch based human motion retrieval is a hot topic in computer animation in recent years . In this paper we present a novel sketch based human motion retrieval method via selected 2 dimensional Geometric Posture Descriptor . Specially we firstly propose a rich 2D pose feature call 2D Geometric Posture Descriptor which is effective in encoding the 2D posture similarity by exploiting the geometric relationships among different human body parts . Since the original 2GPD is of high dimension and redundant a semi supervised feature selection algorithm derived from Laplacian Score is then adopted to select the most discriminative feature component of 2GPD as feature representation and we call it as selected 2GPD . Finally a posture by posture motion retrieval algorithm is used to retrieve a motion sequence by sketching several key postures . Experimental results on CMU human motion database demonstrate the effectiveness of our proposed approach . 
",We proposed a rich 2D pose feature called 2D Geometric Posture Descriptor 2GPD . The 2GPD is effective to the changeable hand drawn sketch. A semi supervised feature selection algorithm based on Laplacian Score is used to simplify our features. We proposed an efficient sketched based human motion retrieval framework.,,,
S0141938215000554," Blue organic light emitting devices combing a composite hole transporting layer and novel homogeneous double emitting layers have been fabricated . The c HTL plays a significant role of rectification in balancing the carriers injection concentration which matches well with the DELs structure . The DELs is consisted of two homogeneous hosts such as 2 methyl 9 10 di anthracene and 9 10 di anthracene . The optimal device presents the maximal current efficiency of 15.9cd A at 4.9mA cm2 and the minor efficiency roll off of 13.4 under the driving voltage varying from 5V to 10V respectively . Meanwhile the device s maximal current efficiency and the corresponding efficiency roll off have been obviously improved by 55.9 and 63.9 compared with those of the conventional device . These results indicate that the homogeneous DELs not only greatly facilitate carriers injection into the emitting layer but also evenly modulate carriers distribution due to natural energy barrier of the interface . The transient photoluminescence decay of double hosts further illustrates that the DELs structure can increase the recombination ratio of electron hole pairs and improve the exciton s utilization . Additionally the optimal device current density is reduced by 44.1 under the same luminance of 25 780cd m2 compared with that of the conventional device . 
",Composite hole transporting layer with novel homogenous double emitting layers. Balance of carrier distribution as well as the expansion of exciton formation zone. Blue OLEDs based on the structure of c HTL and DELs exhibit improved performances.,,,
S0141938214000183," Common projection optics use K hler illumination to achieve a required lighting . These systems always prevent the realization of a compact optical configuration along with a high lumen output . Based on conventional K hler illumination a modified K hler illumination system for LED based projection display is presented in this paper which can significantly reduce the system volume while allowing for adequate and homogeneous illumination . Equipped with the proposed system a pocket sized CF LCoS projector with a physical dimension of 27.4mm 19.4mm 9.6mm is designed simulated and analyzed . Compared to conventional approaches this design could offer an average 43 volume reduction with acceptable tolerance . To the best of our knowledge the screen uniformity of 90.2 and the light efficiency of 56.5 are competitive as compared with those of the currently commercialized pocket sized CF LCoS projectors . 
",An improved design of conventional K hler illumination is proposed for projection display. The modified K hler illumination can significantly reduce the system volume. An actual pocket sized CF LCoS projector is designed simulated and analyzed. High light efficiency and illumination uniformity are both available. Tolerance analysis shows that the system is well acceptable for current machining.,,,
S0141938215000529," Objective It is generally assumed that motion in motion images is responsible for increased postural sway as well as for visually induced motion sickness . However this has not yet been tested . To that end we studied postural sway and VIMS induced by motion and still images . Method 15 Participants were exposed to motion and still images in separate sessions . Motion images consisted of video clips taken from a first person shooter game . Still images consisted of stills taken every 10s from these same clips . Before during and after exposure VIMS was rated and postural sway was measured . Sway path length standard deviation and short and long term scaling components of the centre of pressure were calculated as measures of postural sway . Results VIMS scores obtained during and after exposure to motion images were significantly higher compared to scores obtained before and directly after exposure to still images . The sway path length standard deviation in anteroposterior direction and short term scaling components in mediolateral and anteroposterior direction increased significantly during exposure to motion and still images . Conclusion In this experiment motion and still images caused different levels of VIMS but comparable increases in postural sway . We assume VIMS was caused by a mismatch between visual and vestibular motion cues . The increase in sway during exposure to still images can be explained by visual effects present in still images . The lack of vection in the motion images may explain why sway was not larger when viewing these motion images as compared to viewing the still images . 
",The effect of visual motion on visually induced motion sickness VIMS and postural control was studied. Postural sway is not necessarily increased by visual motion. Visually induced motion sickness VIMS seems to be caused by visual motion. Different from sickness motion in images does not seem to be the necessary condition to increase postural sway.,,,
S0167639314000740," With teleconferencing becoming more accessible as a communication platform researchers are working to understand the consequences of the interaction between human perception and this unfamiliar environment . Given the enclosed space of a teleconference room along with the physical separation between the user microphone and speakers the transmitted audio often becomes mixed with the reverberating auditory components from the room . As a result the audio can be perceived as smeared in time and this can affect the user experience and perceived quality . Moreover other challenges remain to be solved . For instance during encoding compression and transmission the audio and video streams are typically treated separately . Consequently the signals are rarely perfectly aligned and synchronous . In effect timing affects both reverberation and audiovisual synchrony and the two challenges may well be inter dependent . This study explores the temporal integration of audiovisual continuous speech and speech syllables along with a non speech event across a range of asynchrony levels for different reverberation conditions . Non reverberant stimuli are compared to stimuli with added reverberation recordings . Findings reveal that reverberation does not affect the temporal integration of continuous speech . However reverberation influences the temporal integration of the isolated speech syllables and the action oriented event with perceived subjective synchrony skewed towards audio lead asynchrony and away from the more common audio lag direction . Furthermore less time is spent on simultaneity judgements for the longer sequences when the temporal offsets get longer and when reverberation is introduced suggesting that both asynchrony and reverberation add to the demands of the task . 
",Explores perceived audiovisual synchrony in reverberant environments. The temporal smear caused by reverberation can alter a signal s acoustic signature. Reverberating acoustics is a common problem in teleconferencing systems. Reverberation may not have adverse effects on the perceived synchrony for continuous audiovisual speech. The temporal integration of speech syllables and isolated events is affected by the acoustic phenomenon.,,,
S0141938214000419," Previous studies on stereoscopic acuity have shown that the percentage of stereo blind subjects is relevant . Moreover stereoscopic visualization is becoming widely diffused in different fields like e.g . entertainment surgery or VR training where it is necessary an accurate assessment of stereoscopic abilities of the involved subjects . Therefore there might be the need of performing a stereo blindness and stereo acuity test before each visualization session involving stereoscopic images . In this paper we propose a method to assess stereo acuity and stereo blindness directly on the chosen device under the same visualization condition and setup adopted for the tasks to perform in order to have the same perceptual response . We present software based tests suitable for a generic stereoscopic displays and we compare their effectiveness performing a comparison with a standard physical card based test commonly used in assessment of stereo acuity and stereo blindness . We provide to the reader all the details to perform autonomously the tests of which images will be downloadable from web . 
",Stereo acuity and blindness assessment directly on the used display. We present test assessment with users and comparison with a physical test. We provide all the details and the images to perform autonomously the tests.,,,
S0167839615000023," In this study we propose a robust algorithm for reconstructing free form space curves in space using a Non Uniform Rational B Spline snake model . Two perspective images of the required free form curve are used as the input and a nonlinear optimization process is used to fit a NURBS snake on the projected data in these images . Control points and weights are treated as decision variables in the optimization process . The Levenberg Marquardt optimization algorithm is used to optimize the parameters of the NURBS snake where the initial solution is obtained using a two step procedure . This makes the convergence faster and it stabilizes the optimization procedure . The curve reconstruction problem is reduced to a problem that comprises stereo reconstruction of the control points and computation of the corresponding weights . Several experiments were conducted to evaluate the performance of the proposed algorithm and comparisons were made with other existing approaches . 
",A novel approach for the reconstruction of free form space curves is presented. The proposed approach is based on NURBS snake model and quadratic programming. An energy minimization method which is analogous to snake model NURBS snake model is used. Levenberg Marquardt algorithm is used for optimizing the parameters of the energy function. The initial parameters of the NURBS snake are obtained using a two step procedure in which firstly weights are obtained by solving a quadratic programming problem and then control points are evolved by solving a system of linear equation. The proposed method has been tested using various synthetic and real data. The proposed scheme is also applicable when the samplings of image curves vary. The method is easy to implement and can be used to reconstruct complex free form shape curves.,,,
S0141938214000389," The article investigates how the various colors and color pairs used as grouping factors affect the visual search process and direct manipulation activities in the context of toolbar like graphical panels . Red green and blue colors having the same perceptual distance in the CIELab space are used . The results demonstrate significant influence of the examined color related factors on the speed and accuracy . The color preattentive property depends strongly on the grouping pattern layouts with smaller colored areas were operated worse than panels divided into larger parts . Meaningful differences were also observed between panels with single and two colored backgrounds . Preferences were examined by pairwise comparisons before and after performing the search and select tasks . Subjective judgments were significantly differentiated by the toolbar background color pattern both prior to the performance tasks and after them . The initial relative weights structure changed decidedly after the performance experience being more consistent with the search and select results . The location factor was irrelevant for the speed and accuracy as well as for preferences . Objective and subjective findings are compared and discussed . Linear regression models showing the preference structure change and the relationship between mean acquisition times and mean preference weights are developed and discussed . 
",Toolbars with background colors having the same perceptual distance are examined. Smaller uniformly colored areas are operated worse in terms of speed and accuracy than those divided into larger parts. Preferences strongly depend on the toolbar color pattern and decidedly change after the performance tasks. Regression models of preference change and relationship between speed and preferences are developed and discussed.,,,
S0167839613001027," In this paper the dual representation of spatial parametric curves and its properties are studied . In particular rational curves have a polynomial dual representation which turns out to be both theoretically and computationally appropriate to tackle the main goal of the paper spatial rational Pythagorean hodograph curves . The dual representation of a rational PH curve is generated here by a quaternion polynomial which defines the Euler Rodrigues frame of a curve . Conditions which imply low degree dual form representation are considered in detail . In particular a linear quaternion polynomial leads to cubic or reparameterized cubic polynomial PH curves . A quadratic quaternion polynomial generates a wider class of rational PH curves and perhaps the most useful is the ten parameter family of cubic rational PH curves determined here in the closed form . 
",Dual representation of spatial rational PH curves is presented. Connection between the degrees of a dual and a point representation of rational curves is revealed. It is proven that linear quaternion polynomials lead to reparameterized cubic PH curves. Spatial rational PH curves of a class are derived in a closed form having degrees of freedom.,,,
S0140366415002479," Online Social Networks constitute vital communication and information sharing channels . Unfortunately existing coarse grained privacy preferences insufficiently protect the shared information . Although cryptographic techniques provide interesting mechanisms to protect privacy several issues remain problematic such as OSN provider acceptance user adoption key management and usability . To mitigate these problems we propose a practical solution that uses Identity Based Encryption to simplify key management and enforce data confidentiality . Moreover we devise an Identity Based outsider anonymous private sharing scheme to disseminate information among multiple users . Furthermore we demonstrate the viability and tolerable overhead of our solution via an open source prototype . 
",Novel practical solution using Identity based Encryption with multiple untrusted Key Servers PKGs to be used on top of current Online Social Networks OSNs to protect privacy as con dentiality of the content. An outsider anonymous Identity Based broadcast encryption protocol with a multi PKG model to support multiple recipients. A prototype implementation as Firefox extension requiring a relatively small overhead.,,,
S0097849313000472,"There are hundreds of distinct 3D CAD and engineering file formats. As engineering design and analysis has become increasingly digital the proliferation of file formats has created many problems for data preservation data exchange and interoperability. In some situations physical file objects exist on legacy media and must be identified and interpreted for reuse. In other cases file objects may have varying representational expressiveness. We introduce the problem of automated file recognition and classification in emerging digital engineering environments where all design manufacturing and production activities are born digital. The result is that massive quantities and varieties of data objects are created during the product lifecycle. This paper presents an approach to automated identification of engineering file formats. This work operates independent of any modeling tools and can identify families of related file objects as well as variations in versions. This problem is challenging as it cannot assume any a priori knowledge about the nature of the physical file object. Applications for these methods include support for a number of emerging applications in areas such as forensic analysis data translation as well as digital curation and long term data management. 
",Provides support for emerging applications in long term data management. Compression based classification enables specification free format identification. Classification accuracy best when NCD distance and the first 16KB of files used. Classifier is highly effective at distinguishing among very similar formats. Computational time is comparable or better than approaches based on known signatures.,,,
